,views
1335,976048.7948753143
1336,171548.03424688708
1337,2669983.7469709087
1338,922447.7986604173
1339,7429.3439236760605
1340,2297088.9616715945
1341,364903.21071632556
1342,236662.33344257367
1343,3630176.3941770457
1344,3631824.788493254
1345,1522088.8976193343
1346,164575.94753935584
1347,476292.60548783466
1348,26615539.69207893
1349,641431.8139839969
1350,268694.4961179022
1351,13261267.977017311
1352,124396.34721566713
1353,12551912.727314066
1354,12886480.51756811
1355,45618.982674135594
1356,199281.20645827334
1357,214835.4120375286
1358,7777568.596075139
1359,23160.384177028434
1360,2501865.5621786686
1361,543979.721151855
1362,583949.4153110182
1363,2328501.825574982
1364,91092.41792401159
1365,417653.95118102874
1366,1555725.3142890006
1367,1206881.4887533367
1368,619947.9194294686
1369,823012.9239209101
1370,45129.844187147915
1371,1283228.3824387726
1372,565695.0439977904
1373,387789.2066975157
1374,165000.10336482734
1375,163923.54159827437
1376,2937461.6179194828
1377,246929.12187357456
1378,1610646.5081645923
1379,279742.0965957956
1380,422037.2216938201
1381,1203624.480127149
1382,2723795.660090373
1383,166818.60225569853
1384,11684801.048764704
1385,1147224.3058307136
1386,1005545.2039247632
1387,1824973.6470272618
1388,3261734.658927572
1389,3248850.5868352368
1390,1778408.3727655269
1391,-16447223.451341005
1392,2668573.322955054
1393,964891.8079779197
1394,2007541.9237843843
1395,42521440.740956895
1396,9446126.40463098
1397,3288636.5886565913
1398,2438009.1582184816
1399,184720.84685732517
1400,1359239.0786822413
1401,969751.5092147548
1402,1023160.1089667899
1403,176714.90031506377
1404,678863.5103688438
1405,18598082.70852234
1406,52477.32334430632
1407,25181.62516478263
1408,934855.6289590478
1409,2308848.7735375827
1410,44173.41690198821
1411,441192.92710332596
1412,755550.3041020404
1413,515252.2121224657
1414,2863708.2678943127
1415,712510.8246207249
1416,1752774.1739001307
1417,171193.4330642051
1418,201627.290006537
1419,902727.8580638069
1420,132648.688497541
1421,50060.83674739348
1422,426348.9110892054
1423,325361.1537159921
1424,80293.62910420122
1425,159017.82464178023
1426,13840943.984127894
1427,451866.20832955115
1428,523435.11635521427
1429,976526.1513762719
1430,1522088.8976193343
1431,10857745.288624154
1432,3470359.7109416565
1433,750166.0331393377
1434,1778408.3727655269
1435,1614667.19792587
1436,776263.8168907468
1437,804805.0514991966
1438,354757.3453844639
1439,7640572.358576376
1440,3162463.037011535
1441,2688843.5219724597
1442,563102.1149953859
1443,952801.9715541103
1444,1652868.2705948916
1445,1167580.0000874302
1446,2223276.5066309567
1447,2671107.175928441
1448,64079.27972123353
1449,678863.5103688438
1450,1522088.8976193343
1451,1985298.6020361756
1452,1393695.8390585457
1453,9625.156343390932
1454,366092.83636337006
1455,1019296.1652536389
1456,84138.89599882695
1457,14113670.235283162
1458,1261493.9980116412
1459,9803200.99714939
1460,680551.3086490401
1461,214717.8566885139
1462,2232404.1449471484
1463,2108729.603063274
1464,977590.1986833338
1465,33975.65625676722
1466,485387.413986597
1467,3203872.578511809
1468,5020251.673817103
1469,361638.32170166424
1470,6385547.491633752
1471,1235613.0137980396
1472,231946.4883613924
1473,338479.81142187794
1474,255822.92553350306
1475,2862275.9281451646
1476,1188950.3242743951
1477,1251776.0071761983
1478,1159161.1864029157
1479,2346285.5954361437
1480,1477703.5908698873
1481,1522088.8976193343
1482,1011566.656960424
1483,938351.7934108456
1484,2688721.4596568495
1485,1522088.8976193343
1486,240351.1798416099
1487,1208187.3331888139
1488,239938.03284135694
1489,2720957.214188043
1490,56054.03380739945
1491,1522088.8976193343
1492,208250.93479432818
1493,393422.42693056515
1494,12271432.255523732
1495,14113670.235283162
1496,48235.99554526177
1497,3745938.674858465
1498,1769677.9711650265
1499,2887475.4121027514
1500,558295.6561334989
1501,193927.70682224096
1502,595400.4895930414
1503,2728835.933788592
1504,1900764.615551848
1505,1522088.8976193343
1506,217065.1517367391
1507,779057.1962253009
1508,1536784.7721748874
1509,708141.6971916829
1510,478561.35174891073
1511,2015160.4060516178
1512,2155463.3266555173
1513,1393695.8390585457
1514,366678.4769873037
1515,635890.0762217578
1516,493823.5174218076
1517,540681.8516298968
1518,479818.60460513947
1519,622126.6801649805
1520,2853691.90709687
1521,7709435.412767067
1522,400475.6730191568
1523,406777.69185397285
1524,1522088.8976193343
1525,522251.80919907964
1526,2319290.899703603
1527,12635.917786387028
1528,182622.1417530526
1529,917452.4764219974
1530,333465.473064448
1531,222732.81822514883
1532,2313353.9759329828
1533,326874.79066807847
1534,57589.2260311374
1535,333043.8882411127
1536,2170629.4915997353
1537,580994.4022595754
1538,658017.0211013053
1539,4541845.828487124
1540,1397928.5939015758
1541,58552.147598943906
1542,388525.8979153717
1543,1476530.8376262647
1544,637678.6941347152
1545,185830.09064437472
1546,548917.4378766075
1547,347024.1652078007
1548,6192969.15555616
1549,1674635.6491844528
1550,2600148.5431375485
1551,200700.6659092903
1552,236535.31427475344
1553,1071717.949073784
1554,1809109.235905954
1555,828477.6284420434
1556,971094.8083809547
1557,4817835.707542888
1558,5974201.113012954
1559,559467.4324134954
1560,370858.3127823146
1561,248828.62757199886
1562,690760.3705213232
1563,11806881.640100677
1564,1609793.9401779773
1565,1049559.0995859634
1566,683234.9719892873
1567,8592449.248991653
1568,1249661.7748460537
1569,1522088.8976193343
1570,18214535.417183384
1571,220737.4411009166
1572,177617.47566377814
1573,87671.07666986273
1574,656266.07632555
1575,1251776.0071761983
1576,71315.13105137763
1577,801037.7061792549
1578,1522088.8976193343
1579,1522088.8976193343
1580,22504749.62008601
1581,6385547.491633752
1582,568945.5850157652
1583,5846352.052599156
1584,13840943.984127894
1585,145758.31887980225
1586,341959.4886028797
1587,511134.4706737964
1588,5644208.442279785
1589,276496.4186068922
1590,490532.43365555455
1591,2429376.3635972496
1592,1314376.8701967953
1593,45993.88174468046
1594,148443140.82399267
1595,1522088.8976193343
1596,2559600.7932937085
1597,316261.8308243959
1598,339723.9636624011
1599,298198.1252712298
1600,1612215.7178250721
1601,933828.9586944116
1602,4989.8847285611555
1603,6116640.798504689
1604,2688843.5219724597
1605,114239.58975516655
1606,17597.635538741015
1607,18480045.09092089
1608,753333.04187214
1609,3470.7101029546466
1610,8592449.248991653
1611,1170454.7187321177
1612,72643315.25534144
1613,70080.74956059083
1614,1191122.5378906226
1615,97819.02882751566
1616,26885.098265062785
1617,5111621.521544299
1618,422037.2216938201
1619,525855.2411018759
1620,6192969.15555616
1621,-288758.97322856286
1622,481487.8399766587
1623,159336.7985942131
1624,1311755.1406292017
1625,856730.0238763189
1626,732606.3472012272
1627,376077.2316876028
1628,1960138.7077252246
1629,1350358.7380310665
1630,93879596.41783684
1631,2501865.5621786686
1632,1876724.6098712322
1633,204813.34303524112
1634,1221650.8169774592
1635,1522088.8976193343
1636,666581.1134619891
1637,2917525.2607207056
1638,1466982.3161690163
1639,7095176.465980117
1640,776263.8168907468
1641,55222.030883640284
1642,38161.15013668011
1643,2199198.592681347
1644,2071401.3052963968
1645,1245063.005013165
1646,277685.0988971775
1647,1349377.9124775503
1648,1522088.8976193343
1649,3532627.9910489847
1650,837265.2431310369
1651,328468.1991557616
1652,158804.20257423515
1653,521609.76358259213
1654,60349.910243083956
1655,1522088.8976193343
1656,3487083.353477994
1657,8071.990290522343
1658,-2008818.5275133064
1659,1460678.8285995938
1660,183999.6864429093
1661,22206756.86477459
1662,2559600.7932937085
1663,208981.4935966779
1664,48219.03005540464
1665,1778408.3727655269
1666,1125816.3682231542
1667,232845.77944793436
1668,60349.910243083956
1669,1077996.6432243765
1670,176165.04460644117
1671,1170491.1883314953
1672,1301609.6757842875
1673,2745451.6024971427
1674,1378722.7449819774
1675,10724.248765698867
1676,107478.66180771193
1677,2600148.5431375485
1678,76965.7093119563
1679,441192.92710332596
1680,7408.90003057057
1681,3316882.684125729
1682,690760.3705213232
1683,1687342.5015477913
1684,540113.7740717852
1685,340266.8426119115
1686,146358.44915311388
1687,84692.2716355205
1688,371628.57451063883
1689,235123.11245594732
1690,221175.68343088706
1691,4260360.627157336
1692,89091.4338354948
1693,3353424.9240748016
1694,411719.15742665273
1695,54260.87511529238
1696,931447.264067234
1697,152068.84407695127
1698,578765.5345314832
1699,8941894.131488146
1700,373732.8306912149
1701,566202.1482722166
1702,1089324.8668992666
1703,26862684.420670282
1704,268694.4961179022
1705,532569.9652136583
1706,54732.50839109323
1707,1203624.480127149
1708,8935240.16805711
1709,278345.17015419924
1710,634447.3316753589
1711,1817496.2659708422
1712,1186957.6113928745
1713,1967607.8483769388
1714,50394.077705767006
1715,2481369.344909565
1716,96781.63399706618
1717,843.6861433605663
1718,4107793.8860504525
1719,3740556.526605865
1720,13674.22303087986
1721,703948.2880033191
1722,2032745.9857561847
1723,461809.31279731425
1724,3347042.7729479414
1725,177504.45233514253
1726,1408558.0826299659
1727,151771.15109527903
1728,2624764.8461227054
1729,913760.6506217507
1730,2165198.5346706947
1731,13665224.199898636
1732,2388780.163940884
1733,203185.24201685307
1734,268737.27069526655
1735,703948.2880033191
1736,556689.055841909
1737,146731.32636837894
1738,215760.98463351582
1739,403165.1592241707
1740,2226850.1598056694
1741,1962558.3932363794
1742,2232673.0291006938
1743,821067.8010668701
1744,3628795.4843022125
1745,72069.18977074837
1746,36620.77709197556
1747,1249661.7748460537
1748,202670.54552842258
1749,5961050.002348719
1750,2333250.7912600734
1751,1688028.7507719356
1752,837639.0399396659
1753,2224110.615531088
1754,636143.909574893
1755,1522088.8976193343
1756,643565.1469171776
1757,1867604.6391089738
1758,1891860.2458603636
1759,28211091.839932974
1760,3609665.659886772
1761,857744.6187441174
1762,22504749.62008601
1763,1199031.0087189076
1764,4517856.168963173
1765,2862275.9281451646
1766,26862684.420670282
1767,3508607.6817893237
1768,1522088.8976193343
1769,1602420.6407465376
1770,479841.8696726896
1771,2308848.7735375827
1772,3203633.179345915
1773,109302.97933506104
1774,23319407.217869386
1775,409613.8347417547
1776,26522.731257703388
1777,895557.70918242
1778,87219.66034685867
1779,838378.7789104383
1780,2579928.7320005493
1781,18756373.835722778
1782,712555.4843874692
1783,110229.91469281982
1784,23798.029476663098
1785,1090858.3007942673
1786,5307943.264235427
1787,726338.5831680738
1788,944623.5571119662
1789,1037084.4075118678
1790,1355735.0042234454
1791,627610.0747083889
1792,551012.7578272466
1793,1111896.807139583
1794,826381.5202677615
1795,2672359.1927944897
1796,1466982.3161690163
1797,226368.54148797272
1798,323052.7513208024
1799,1522088.8976193343
1800,1522088.8976193343
1801,1522088.8976193343
1802,1229881.3497651846
1803,114959.9836890942
1804,130482.97100591683
1805,310558.4939369615
1806,1136566.3558851564
1807,838378.7789104383
1808,240752.55496901204
1809,219816.7869671951
1810,132648.688497541
1811,1146342.6647904806
1812,84838.95012451499
1813,1006070.0690598506
1814,3248850.5868352368
1815,1023111.443258259
1816,423781.40631001117
1817,2428058.8421524116
1818,1522088.8976193343
1819,1121913.1230170743
1820,178789.94321601954
1821,3532627.9910489847
1822,134433.51253914437
1823,1522088.8976193343
1824,1043416.7298681554
1825,501106.5629020401
1826,2916461.4907249464
1827,738800.3693584802
1828,835500.7580536157
1829,917765.2322824689
1830,59318.56625798927
1831,5294412.593846508
1832,1522088.8976193343
1833,66886.52963693603
1834,533342.5809486371
1835,919524.5648030865
1836,474148.10157196
1837,538228.5565044859
1838,8592449.248991653
1839,298123.1362762118
1840,576885.8916215894
1841,9950.855843815254
1842,18096221.54768438
1843,980177.9092484616
1844,1169221.1187303513
1845,1392241.1940570432
1846,1039740.0866211267
1847,4658376.013383829
1848,1072179.5413232853
1849,296847.39419194637
1850,460371.5728991658
1851,510320.4377653056
1852,183778.715445071
1853,67829.36686588125
1854,3449012.0695518265
1855,2885770.2218098543
1856,799611.1943165467
1857,2616.2415440531913
1858,158939.5557437588
1859,4754267.553654036
1860,1593621.4354337922
1861,-5861854.252102301
1862,1522088.8976193343
1863,472334.67800073745
1864,1025418.6207241782
1865,115264.47347765765
1866,1522088.8976193343
1867,14227289.599620072
1868,93409.42083052802
1869,591794.1273382166
1870,708141.6971916829
1871,6088565.44689965
1872,160221.95875013922
1873,829872.5353991285
1874,1522088.8976193343
1875,2600148.5431375485
1876,330464.9922282179
1877,1426826.9241127914
1878,36829.079855291406
1879,1811929.8970113068
1880,1930747.2173914292
1881,26249.490194717655
1882,5328352.652303293
1883,482189.5402545787
1884,2887475.4121027514
1885,1388696.4620587435
1886,196104.13498984976
1887,419690.18270888715
1888,1382932.156008254
1889,72643315.25534144
1890,583949.4153110182
1891,1522088.8976193343
1892,15592205.789391998
1893,372204.71559308306
1894,172752.22659361898
1895,300768.1121396201
1896,1408558.0826299659
1897,3293.9231923932675
1898,291272.627047071
1899,2165359.4994050963
1900,1557216.8273103305
1901,711543.5685859811
1902,537639.3521449647
1903,5958034.443104823
1904,8019442.291967117
1905,-549861.7701727315
1906,891801.7954252504
1907,718171.4266732845
1908,581050.7540120258
1909,11725620.564840911
1910,2346285.5954361437
1911,1735093.7229527354
1912,12523487.552827675
1913,1049559.0995859634
1914,402551.4796649178
1915,915099.1062413491
1916,1641352.7542601654
1917,1519670.5827316556
1918,389983.97781669744
1919,-1500970.8913601765
1920,3515327.8396896617
1921,365252.6383355742
1922,1465.1622322725598
1923,136343.25362210884
1924,1837640.7767878207
1925,2501865.5621786686
1926,492069.0683050214
1927,3322361.4163222574
1928,6088565.44689965
1929,807902.0910224171
1930,472334.67800073745
1931,578369.075472228
1932,532589.4628612709
1933,203935.63679303532
1934,468694.3853096822
1935,705963.7810532369
1936,28965.43213798874
1937,699905.0523433583
1938,24742138.572214644
1939,206936.33361292048
1940,191895.61393589457
1941,453358.4746717673
1942,34847105.30754151
1943,5081.032556869555
1944,264609.28768072394
1945,1522088.8976193343
1946,969751.5092147548
1947,1576179.659075751
1948,163660.539787577
1949,1271259.9419394839
1950,3967518.2965463297
1951,10382053.418645754
1952,3944374.150519074
1953,782738.2319804551
1954,4003753.889589508
1955,34015.705140433274
1956,575150.9179384445
1957,467338.8986057865
1958,2688721.4596568495
1959,43703.54739348218
1960,1655054.834449057
1961,1089226.8218999498
1962,21507131.406782206
1963,1098882.6663110147
1964,3328782.3488072357
1965,165031.9108928938
1966,2032745.9857561847
1967,271291.53283906775
1968,155223.7879838145
1969,5328352.652303293
1970,125696.85696254321
1971,1522088.8976193343
1972,970912.8907682557
1973,271156.6083527135
1974,1430151.958230631
1975,3151939.1797470944
1976,865432.4494297861
1977,2161448.2435766505
1978,206782.213674946
1979,362483.16139526316
1980,1667600.429987688
1981,1112867.4435416905
1982,221418.58947749785
1983,138946.76912279543
1984,1531510.8124840923
1985,268270.97433180804
1986,2439101.2403993844
1987,388261.3709459903
1988,1626425.2768836275
1989,1030939.881425783
1990,1522088.8976193343
1991,1003007.5634949461
1992,3509751.2930518254
1993,3535.7459688424133
1994,452929.5006812471
1995,680551.3086490401
1996,396405.6023344337
1997,1970373.7807156201
1998,572943.50043094
1999,405238.9853976008
2000,1378722.7449819774
2001,430160.0437392378
2002,504054.18528099195
2003,1522088.8976193343
2004,178927.39131670468
2005,310558.4939369615
2006,4051393.6484162146
2007,1522088.8976193343
2008,393119.66237048805
2009,570133.9952544265
2010,8625715.912348675
2011,22925.74272190244
2012,18603876.513391413
2013,967327.4725547286
2014,398094.51499201637
2015,446183.82499556453
2016,26281.71489179437
2017,607466.2755482413
2018,573829.8113384244
2019,547215.8607747346
2020,516203.4504827809
2021,967277.2414051986
2022,307545.8515201269
2023,12563682.610397378
2024,1134064.130913134
2025,333341.47270758776
2026,225162.9696041022
2027,-23248140.249408945
2028,3449012.0695518265
2029,413408.57200783794
2030,1522088.8976193343
2031,2581137.2563937753
2032,202453.68401353806
2033,490532.43365555455
2034,2408.224897124106
2035,941437.5748753782
2036,13261267.977017311
2037,934855.6289590478
2038,8625715.912348675
2039,1965669.4326112117
2040,449641.52604699787
2041,381809.958130697
2042,1898044.277954356
2043,3253093.8934826627
2044,1065161.6871234856
2045,1155719.2448597732
2046,3185003.7620712304
2047,302385.62389399414
2048,4880217.145430731
2049,3829749.871842255
2050,907724.4603062333
2051,271608.1161677833
2052,1618118.6573177197
2053,229402.66121103964
2054,1522088.8976193343
2055,79444.00259349425
2056,1434228.9044458987
2057,852214.6493078853
2058,3532627.9910489847
2059,514564.34861975734
2060,413792.2758593543
2061,345630.01558031235
2062,697081.5168895784
2063,8483688.125779206
2064,205757.14259035536
2065,317978.66869656625
2066,333222.1213110655
2067,506594.5066631967
2068,2217058.7367943856
2069,1038018.9868411445
2070,293122.2750221144
2071,875993.8370163834
2072,2455368.7904561004
2073,36526.47600888135
2074,4804394.1028095065
2075,1133138.3417777102
2076,1674635.6491844528
2077,3378529.654797753
2078,171647.35521453223
2079,1209066.7167764488
2080,949282.1580851497
2081,35281.675825759536
2082,550315.5737842021
2083,437102.11177080916
2084,398094.51499201637
2085,1400441.933875751
2086,5811177.278596278
2087,1480292.5425153207
2088,61056171.33953531
2089,418333.80025263457
2090,26249.490194717655
2091,877119.2485779803
2092,7700268.1045752065
2093,3896343.5640278077
2094,368439.7146048553
2095,5172831.3929824475
2096,2003347.103475592
2097,980443.186765797
2098,94443.24188925512
2099,43997.403113883454
2100,1476458.0585512528
2101,2785566.7763519315
2102,5391837.560675239
2103,23489.061188447522
2104,1058891.053850965
2105,447354.0115594822
2106,1522088.8976193343
2107,1535594.165679693
2108,154031.9447826161
2109,55428.93892177637
2110,1522088.8976193343
2111,3035723.460108529
2112,1609793.9401779773
2113,2057165.2606717611
2114,333465.473064448
2115,1522088.8976193343
2116,274094.03538455325
2117,53765.082759699086
2118,58169556.47343418
2119,28606.338623356773
2120,2887475.4121027514
2121,1383386.4614129548
2122,27275.255299955374
2123,503930.3342645797
2124,1137628.1482505687
2125,461819.6523980978
2126,9425443.134312844
2127,875993.8370163834
2128,2155463.3266555173
2129,879613.0582473322
2130,1492816.4149165556
2131,580643.3724273723
2132,381809.958130697
2133,1240299.9362576269
2134,501106.5629020401
2135,917315.080930097
2136,36620.77709197556
2137,176278.11489819526
2138,207100.5867576634
2139,1522088.8976193343
2140,879613.0582473322
2141,347603.83398130606
2142,1771146.0608412763
2143,403906.7505583812
2144,1167580.0000874302
2145,1679224.1224765445
2146,1039740.0866211267
2147,1249661.7748460537
2148,577865.5839162299
2149,303970.1833865519
2150,1169221.1187303513
2151,1755981.0506542213
2152,198936.60794258746
2153,241641.9721467842
2154,3216596.554953063
2155,128993.15315408562
2156,1848709.7292037208
2157,24513.47835658933
2158,2409871.30562751
2159,324439.2041867643
2160,1892326.9602966697
2161,149835.63940629014
2162,18162326.96233228
2163,341295.5924217657
2164,1878135.6049583992
2165,4987076.926550415
2166,2812892.695412187
2167,439396.4536710072
2168,7227414.3204510985
2169,190505.68424988072
2170,1393727.3859636767
2171,351167.1534245082
2172,5603554.4548975155
2173,235884.3074227178
2174,20644.95788278454
2175,1522088.8976193343
2176,4517856.168963173
2177,2856185.401223953
2178,1912344.0104866226
2179,1047276.8656851167
2180,1522088.8976193343
2181,295843.4812158898
2182,972539.3219800724
2183,749191.3438114724
2184,1522088.8976193343
2185,1120636.2663857099
2186,400398.2507994273
2187,1522088.8976193343
2188,16843726.216654517
2189,-17648471.820755992
2190,1522088.8976193343
2191,1055585.0412302236
2192,4989.8847285611555
2193,492069.0683050214
2194,4032040.202578497
2195,1522088.8976193343
2196,447112.2448941008
2197,88149.27216746728
2198,458581.1343202798
2199,29092.08305980405
2200,815624.6163227218
2201,1872729.2402880676
2202,39995003.13471662
2203,1522088.8976193343
2204,1522088.8976193343
2205,176527.92246342567
2206,1522088.8976193343
2207,1283228.3824387726
2208,1522088.8976193343
2209,551012.7578272466
2210,2128135.515332546
2211,231864.79109471873
2212,787705.6397593053
2213,1249661.7748460537
2214,4381862.837203481
2215,1566351.3113231673
2216,442392.4555514904
2217,1208187.3331888139
2218,51952.890379374614
2219,475880.2236487516
2220,1392241.1940570432
2221,578765.5345314832
2222,449641.52604699787
2223,8085846.845119012
2224,552774.7375255658
2225,1801292.4580889738
2226,14401516.119661976
2227,787705.6397593053
2228,169678.56030337815
2229,199622.3822161164
2230,1378722.7449819774
2231,324675.1757517394
2232,205757.14259035536
2233,292434.65234732465
2234,841225.597367225
2235,561306.9876095719
2236,306957.6850363144
2237,1811929.8970113068
2238,2644292.403283078
2239,2685103.924463558
2240,511134.4706737964
2241,167134.17837524088
2242,1522088.8976193343
2243,466600.9186093344
2244,96497.82415252458
2245,190505.68424988072
2246,837639.0399396659
2247,33399.4341867601
2248,678863.5103688438
2249,108812.5415615302
2250,3648015.5544176186
2251,768910.9236088684
2252,576210.3459151639
2253,3780994.3865878107
2254,1037084.4075118678
2255,1080974.1195775054
2256,1562737.904766485
2257,180689.77125105402
2258,1522088.8976193343
2259,521668.65941832424
2260,82894.3453946882
2261,643565.1469171776
2262,329747.4843478601
2263,2918031.4000358423
2264,319823.976160147
2265,1997305.3499199178
2266,1157510.2868805302
2267,398094.51499201637
2268,4854659.188657665
2269,2642014.4602143425
2270,376648.25337186665
2271,3185960.508223541
2272,470794.3261301096
2273,9979215.81280041
2274,1522088.8976193343
2275,157649.16354334005
2276,420035.82894190727
2277,5113380.675739483
2278,631193.8212326441
2279,943039.1567530073
2280,58656.16872512386
2281,992845.2502439127
2282,301190.61940043815
2283,1226535.8681247432
2284,1147965.649042044
2285,270493.0241069782
2286,371061.9578079744
2287,303226.95011978317
2288,532076.9145746608
2289,254193.0420914665
2290,4569326.6661454765
2291,964891.8079779197
2292,428218.2930073049
2293,1522088.8976193343
2294,712510.8246207249
2295,125334.56369907316
2296,4032040.202578497
2297,758521.8939369341
2298,2578777.4877033583
2299,24806.94677632535
2300,1499990.3958679503
2301,19544168.74494945
2302,1522088.8976193343
2303,411214.6039367786
2304,443471.88503034273
2305,6406362.878602174
2306,1318140.5871662858
2307,823538.1813406937
2308,556689.055841909
2309,55952.02742068167
2310,6138563.880406405
2311,8461948.740788668
2312,14993797.449252201
2313,18260745.46005022
2314,14227823.816286419
2315,2485572.4215707635
2316,1340601.8416599066
2317,585332.0776483471
2318,1059599.4857686316
2319,1065329.2449202437
2320,39448789.6256691
2321,1347398.9193961148
2322,292434.65234732465
2323,1173385.5367051933
2324,667022.4753232806
2325,326939.0517244048
2326,1522088.8976193343
2327,807902.0910224171
2328,420035.82894190727
2329,511608.35891921166
2330,1466982.3161690163
2331,1310224.5181154737
2332,177182.39744057762
2333,700375.4951568686
2334,2268043.836711405
2335,995038.4162976716
2336,71769.71456525987
2337,570828.5832257171
2338,2885770.2218098543
2339,1249661.7748460537
2340,324953.7504669854
2341,2723795.660090373
2342,552191.0107484112
2343,13840943.984127894
2344,5627778.778735359
2345,986169.6909545318
2346,203185.24201685307
2347,1185760.196903651
2348,2429376.3635972496
2349,1522088.8976193343
2350,3127243.766143352
2351,14090403.981448697
2352,3748312.0595064797
2353,508278.93941178056
2354,9625.156343390932
2355,9194665.00111106
2356,1522088.8976193343
2357,511923.7925145123
2358,4030671.0716437595
2359,1602548.7998510508
2360,1154981.6393470105
2361,2695041.6858316255
2362,14227289.599620072
2363,278781.8783340135
2364,17029382.937841024
2365,169190.1025869397
2366,295843.4812158898
2367,143576.21846411913
2368,1795852.846957115
2369,7938657.74365493
2370,1522088.8976193343
2371,753333.04187214
2372,4051393.6484162146
2373,2984452.227095563
2374,218487.33579291613
2375,2328501.825574982
2376,743779.0740539231
2377,583949.4153110182
2378,7640572.358576376
2379,7640572.358576376
2380,210047.79276800086
2381,1104780.7541522766
2382,2297088.9616715945
2383,748318.8599642527
2384,1269853.3015554107
2385,329815.7617089902
2386,1008161.1482870963
2387,949944.2673122148
2388,479841.8696726896
2389,20539.4523115654
2390,936970.0534285288
2391,835500.7580536157
2392,478121.2346207446
2393,395760.59722419013
2394,2888185.9401890873
2395,447522.87316104
2396,1329804.5741551302
2397,2986143.859655411
2398,4674430.942979913
2399,990983.6940755539
2400,3002163.984634853
2401,787705.6397593053
2402,1522088.8976193343
2403,2153534.89134115
2404,32529.780412567547
2405,1089324.8668992666
2406,1522088.8976193343
2407,2346285.5954361437
2408,338462.2265920639
2409,2202642.2493692003
2410,2337036.176727882
2411,1522088.8976193343
2412,1522088.8976193343
2413,64830.25338419364
2414,9228.946004403988
2415,841366.3163059364
2416,9220997.239217507
2417,14837154.175670983
2418,1365793.4471631974
2419,1163817.0585764826
2420,1147224.3058307136
2421,3798414.717385303
2422,975468.9879446516
2423,349070.8919109134
2424,602566.9235444565
2425,84044.9643466298
2426,173145.17161842273
2427,840625.4750254501
2428,3129369.1004649643
2429,966210.2766589478
2430,1951621.2242887758
2431,211281.74715181557
2432,72643315.25534144
2433,943039.1567530073
2434,1598458.853757673
2435,292162.2080204135
2436,1212967.179567098
2437,214717.8566885139
2438,254931.51675769896
2439,1261043.732301419
2440,748519.989808287
2441,17597.635538741015
2442,45129.844187147915
2443,1292277.117955669
2444,852104.3361099563
2445,208981.4935966779
2446,970886.8252932028
2447,221883.00071892352
2448,1154981.6393470105
2449,155593.32706033695
2450,1098902.7772512475
2451,407974.816710158
2452,28606.338623356773
2453,2172798.6180371353
2454,8110382.990713625
2455,348473.5492353055
2456,50060.83674739348
2457,2438009.1582184816
2458,99057.3899930974
2459,-2471977.848890421
2460,303226.95011978317
2461,269586.67017637286
2462,31148.808698378736
2463,1096753.4926586258
2464,1614667.19792587
2465,51730.95846601436
2466,1007531.3070506987
2467,410779.35336961714
2468,5294412.593846508
2469,173182.81263572234
2470,1021954.5044559084
2471,76966.68228036631
2472,1522088.8976193343
2473,695399.1009652386
2474,8110382.990713625
2475,585332.0776483471
2476,518042.0218524105
2477,3155542.8266216647
2478,41572.395555694355
2479,4676392.386372396
2480,1816244.487760033
2481,2208212.4159929766
2482,2644318.3433263777
2483,835500.7580536157
2484,514564.34861975734
2485,72976.8338009424
2486,4260360.627157336
2487,1808995.8376932305
2488,1935087.2256332405
2489,18666361.141166724
2490,2600148.5431375485
2491,748108.7340976631
2492,148684.01129040704
2493,3752447.917690209
2494,298448.73399390513
2495,422037.2216938201
2496,128880.86856515915
2497,2387416.818401088
2498,3780994.3865878107
2499,16268871.055156343
2500,40252.53784020175
2501,316028.36151865707
2502,35272480.06524142
2503,1221002.611053211
2504,79424.51111960481
2505,1951621.2242887758
2506,835500.7580536157
2507,178044.00647664047
2508,39476.97240648302
2509,3162463.037011535
2510,2768483.9909894727
2511,131572.88717117324
2512,5253111.569200893
2513,302726.9988155265
2514,478121.2346207446
2515,975363.2417929434
2516,470330.8908208066
2517,7679754.234793614
2518,3423406.314243772
2519,5026463.265817774
2520,2554401.8150659297
2521,2356327.7965037245
2522,1566351.3113231673
2523,598972.3116824909
2524,1626425.2768836275
2525,9720.397308543092
2526,42701.06302726106
2527,3878280.5752184438
2528,1522088.8976193343
2529,296344.272255518
2530,650548.0213445802
2531,714813.2510640996
2532,626949.4727624339
2533,9964080.18567458
2534,1250303.7831219207
2535,1030939.881425783
2536,3815358.479482268
2537,1170454.7187321177
2538,271608.1161677833
2539,2235091.0527352626
2540,3621202.0581602734
2541,650404.7780801936
2542,213134.56871296605
2543,27275.255299955374
2544,137565.20504522347
2545,2274716.3861788465
2546,618246.328474322
2547,695046.6304603519
2548,210910.7824498166
2549,352984.5026505303
2550,681285.6440048886
2551,2126403.252190794
2552,594422.4197357923
2553,194048.34539707517
2554,1024456.7041904377
2555,1882486.9800209012
2556,4060664.436339746
2557,525855.2411018759
2558,1888833.3207502286
2559,1522088.8976193343
2560,933192.1063559551
2561,2745451.6024971427
2562,1108049.6696623003
2563,532076.9145746608
2564,2177043.144984393
2565,1522088.8976193343
2566,297869.6780871209
2567,285916.6821764924
2568,63869.63308429043
2569,907724.4603062333
2570,138454.50755190128
2571,422037.2216938201
2572,7092238.733320626
2573,1504311.459802042
2574,275931.5742540576
